Voucher;Nome da empresa;CNPJ;Data;Referencia;Iniciais;Situacao;Pagamento;Valor;Observacao;Nota enviada
13205621;BRISA TECNOLOGIA ME;59.384.825/0001-08;02/01/2026;Apoio;Mc;Pago;Asaas;280,00;ok;sim
13206513;LEANDRO MACHADO;605.140.593-34;01/03/2026;Contador;Fv;Pago;Conta;340,00;aguardando nota;
13202371;JUREMA TRANSPORTES ME;91596333000180;25/01/2026;Job Contabil;Fv;Pago;Conta;280,00;;
13201218;Zenite Transportes Ltda;41990198000185;17/02/2026;Contador;So;Pago;Asaas;210,00;retornar dia 28;
13208512;INVERNO COMERCIO S/A;78.871.494/0001-77;05/01/2026;Novo;Et;Pago;Asaas;110,00;aguardando nota;
13213978;VERTICE TURISMO ME;62.953.875/0001-65;23/01/2026;Contador;Pc;Pago;Conta;110,00;ok;sim
13211665;KAIRO DISTRIBUIDORA S/A;97.463.418/0001-77;19/01/2026;Google;St;Em aberto;Conta;170,00;retornar dia 28;
13202136;RIACHO SEGURANCA LTDA;85.259.109/0001-09;04/01/2026;Apoio;Rm;Pago;Conta;210,00;;
13208807;RAIZ MANUTENCAO LTDA;52.718.329/0001-96;08/02/2026;Contador;Fv;Pago;Conta;210,00;contato por e-mail;
13201540;DELTA TURISMO S/A;00430178000172;16/01/2026;Novo;Ds;Pago;Asaas;110,00;retornar dia 28;sim
13206764;TRILHA IMOBILIARIA LTDA;62709866000123;27/01/2026;Renovacao;Mc;Cortesia;Cortesia;210,00;;
13205225;ESTEIO SERVICOS ME;21.301.169/0001-51;28/01/2026;Renovacao;Rm;Pago;Asaas;;aguardando nota;
13201912;ARARA ALIMENTOS S/A;80238682000104;24/01/2026;Job Contabil;Wb;Pago;Asaas;190,00;falar com o contador;
13205388;DELTA PARTICIPACOES ME;47444731000190;14/02/2026;Apoio;Wb;Pago;Asaas;340,00;contato por e-mail;
13202643;ZENITE COMERCIO LTDA;28.977.701/0001-02;24/01/2026;Novo;Pc;Pago;Asaas;170,00;falar com o contador;sim
13200843;NORTE ODONTOLOGIA EIRELI;99328614000164;02/02/2026;Novo;Mc;Pago;Asaas;210,00;;
13201228;Zenite Contabilidade Eireli;20107888000173;08/02/2026;Renovacao;Wb;Pago;Asaas;49,90;;sim
13200235;VARANDA ALIMENTOS LTDA;06757005000140;16/02/2026;Cert Novo;Jp;Pago;Asaas;290,00;retornar dia 28;sim
13205866;  RAIZ MARKETING ME ;57829002000105;26/02/2026;Indicacao;Ds;Pago;Asaas;170,00;;
13213757;  HORIZONTE DISTRIBUIDORA LTDA ;52.620.496/0001-08;22/02/2026;Contador;Et;Pago;Conta;110,00;aguardando nota;
13210330;Cedro Seguranca Me;34395743000120;24/02/2026;Cert Novo;Ab;Pago;Conta;280,00;ok;
13209847;MARESIA ENGENHARIA LTDA;47650331000130;26/02/2026;Novo;Ds;Pago;Asaas;190,00;ok;sim
13204109;RIACHO CONSULTORIA ME;40.544.496/0001-89;22/02/2026;Contrato;Ta;Cortesia;Cortesia;210,00;retornar dia 28;
13200924;  Camila Tavares ;50475269642;26/02/2026;Contrato;Am;Pago;Asaas;190,00;ok;sim
13209087;DUNA DISTRIBUIDORA LTDA;89128549000170;23/02/2026;Renovacao;Ta;Pago;Conta;190,00;aguardando nota;
13213042;IPE CONSULTORIA LTDA;23468821000152;29/01/2026;Cert Novo;Ds;Em aberto;Asaas;110,00;ok;sim
13208477;BOREAL EVENTOS S/A;83444926000101;04/01/2026;Google;Rm;Pago;Conta;210,00;;
13214376;FONTE LOGISTICA LTDA;95170317000182;16/02/2026;Novo;St;Em aberto;Asaas;49,90;ok;
13201589;CEDRO CONSULTORIA LTDA;12974465000122;21/02/2026;Apoio;Pc;Pago;Asaas;210,00;ok;
13207287;QUARTZO MANUTENCAO EIRELI;22970923000109;05/02/2026;Job Contabil;Jp;Pago;Asaas;110,00;;
13203660;SIMONE COSTA LIMA;575.947.322-51;21/01/2026;Google;St;Pago;Conta;110,00;contato por e-mail;
13205130;RENATA MENDES FARIA;41498225197;24/01/2026;Indicacao;So;Pago;Conta;110,00;ok;
13204955;QUARTZO IMOBILIARIA LTDA;26503767000127;20/01/2026;Contrato;Am;Cortesia;Cortesia;49,90;retornar dia 28;
13205275;DUNA EDUCACAO LTDA;1296611000191;12/02/2026;Google;Pc;Pago;Asaas;340,00;ok;
13209890;Vertice Assessoria Eireli;87966240000123;19/02/2026;Google;Ab;Pago;Conta;190,00;ok;sim
13211433;KAIRO COMERCIO LTDA;51.301.297/0001-66;11/02/2026;Novo;Et;Pago;Asaas;340,00;retornar dia 28;
13211505;TRILHA COMERCIO ME;20575915000132;03/01/2026;Contrato;Wb;Pago;Conta;280,00;aguardando nota;
13203558;XISTO TURISMO ME;27.630.102/0001-47;28/01/2026;Renovacao;Am;Pago;Asaas;140,00;;
13204654;MIRANTE SERVICOS LTDA;14.213.266/0001-27;01/01/2026;Contrato;Ds;Pago;Conta;210,00;;
13209969;OLIVEIRA IMOBILIARIA EIRELI;34.595.218/0001-58;06/01/2026;Cert Novo;St;Em aberto;Conta;49,90;ok;
13214052;FAROL SERVICOS S/A;27223120000104;28/01/2026;Novo;Jp;Pago;Asaas;190,00;;
13201674;  CAMPO EDUCACAO EIRELI ;;01/02/2026;Contador;Pc;Pago;Asaas;110,00;ok;
13203644;Campo Eventos Ltda;90.080.335/0001-50;05/02/2026;Indicacao;St;Pago;Conta;140,00;aguardando nota;sim
13202411;DUNA ODONTOLOGIA EIRELI;98.834.864/0001-03;08/02/2026;Google;Am;Pago;Conta;340,00;retornar dia 28;
13205238;PEDRA DISTRIBUIDORA ME;14.383.513/0001-33;17/02/2026;Apoio;So;Pago;Asaas;280,00;;sim
13211911;  FAROL MARKETING EIRELI ;13455550000147;26/02/2026;Novo;St;Pago;Conta;140,00;;
13212423;ARARA EVENTOS LTDA;60370917000100;01/02/2026;Contrato;Ds;Pago;Asaas;210,00;;
13213216;Norte Contabilidade Ltda;04690508000110;24/01/2026;Novo;Ab;Pago;Conta;49,90;aguardando nota;
13206874;MIRANTE ODONTOLOGIA LTDA;27.029.908/0001-84;31/01/2026;Renovacao;Ds;Pago;Conta;170,00;ok;
13210777;ZENITE MARKETING LTDA;77.668.385/0001-94;22/01/2026;Cert Novo;Mc;Pago;Conta;210,00;ok;sim
13204528;INVERNO DISTRIBUIDORA EIRELI;75662837000103;21/02/2026;Contrato;Fv;Pago;Conta;190,00;aguardando nota;
13202657;BOREAL TURISMO S/A;04512732000112;09/01/2026;Contador;Bp;Em aberto;Conta;340,00;;
13200511;ESTEIO ENGENHARIA S/A;65503571000194;08/01/2026;Novo;Ab;Pago;Asaas;300,00;;sim
13201903;MIRANTE TRANSPORTES LTDA;01883310000164;03/02/2026;Cert Novo;Jp;Pago;Asaas;210,00;;sim
13207929;Oliveira Eventos Me;00.551.324/0001-18;12/01/2026;Indicacao;Jp;Pago;Asaas;210,00;aguardando nota;
13207821;  BRISA TURISMO S/A ;58.179.712/0001-08;17/02/2026;Renovacao;Ab;Pago;Asaas;110,00;contato por e-mail;
13208388;IPE CONTABILIDADE LTDA;86583833000148;09/02/2026;Google;Ds;Pago;Conta;170,00;ok;sim
13208701;  LAGOA EVENTOS LTDA ;21.367.775/0001-70;14/02/2026;Contrato;Bp;Pago;Asaas;340,00;aguardando nota;
13206315;JOAO VITOR COSTA LIMA;624.284.084-47;24/02/2026;Apoio;Jp;Cortesia;Cortesia;210,00;falar com o contador;
13210093;SERRA MANUTENCAO EIRELI;;26/01/2026;Indicacao;Am;Pago;Asaas;170,00;aguardando nota;
13212588;BRISA EDUCACAO LTDA;90248273000142;15/02/2026;Apoio;Pc;Pago;Conta;190,00;aguardando nota;sim
13214124;CEDRO IMOBILIARIA EIRELI;68.432.634/0001-57;31/01/2026;Google;St;Em aberto;Conta;210,00;;
13200476;MIRANTE LOGISTICA S/A;60510713000127;01/03/2026;Novo;Ds;Pago;Asaas;260,00;;
13200744;HORIZONTE TRANSPORTES LTDA;40430000137;23/01/2026;Renovacao;Ta;Pago;Asaas;220,00;retornar dia 28;
13202062;BOREAL SERVICOS LTDA;23832829000156;16/01/2026;Indicacao;Ta;Pago;Conta;140,00;ok;
13212882;LAGOA PARTICIPACOES LTDA;56.637.507/0001-05;31/01/2026;Contrato;Et;Pago;Asaas;340,00;ok;
13208230;TRILHA COMERCIO LTDA;69274731000121;25/02/2026;Contador;Fv;Pago;Conta;280,00;aguardando nota;
13208284;ERVAL EVENTOS EIRELI;22773136000177;09/01/2026;Renovacao;Bp;Pago;Conta;49,90;ok;sim
13205608;Kairo Imobiliaria Ltda;66248720000189;28/01/2026;Indicacao;Rm;Pago;Conta;170,00;ok;
13206651;ARARA EVENTOS LTDA;39279990000184;04/02/2026;Contador;Pc;Em aberto;Conta;210,00;;sim
13213435;SERRA COMERCIO ME;91383649000194;31/01/2026;Google;Mc;Pago;Conta;140,00;ok;
13200867;ESTEIO CONSULTORIA ME;03171882000146;06/01/2026;Cert Novo;Rm;Pago;Asaas;140,00;ok;
13211142;SOLAR ALIMENTOS S/A;10778373000141;28/02/2026;Contrato;Am;Em aberto;Conta;210,00;;sim
13201856;THIAGO SALES;38279496109;14/01/2026;Apoio;Bp;Pago;Asaas;140,00;;sim
13201643;ERVAL MARKETING LTDA;22989506000108;08/01/2026;Job Contabil;Ds;Pago;Asaas;49,90;retornar dia 28;
13207626;Maresia Eventos Me;65981775000130;01/01/2026;Novo;St;Pago;Asaas;340,00;retornar dia 28;
13212291;VARANDA CONTABILIDADE LTDA;43419637000120;15/01/2026;Google;So;Pago;Asaas;140,00;ok;
13200306;Orion Turismo Me;22.728.126/0001-10;26/01/2026;Indicacao;Mc;Pago;Asaas;180,00;;
13205934;Renata Pires;16902251331;26/01/2026;Cert Novo;Am;Pago;Asaas;210,00;;sim
13204282;VANESSA CARVALHO;90008213218;08/02/2026;Apoio;Ds;Pago;Conta;210,00;aguardando nota;sim
13201976;RAIZ IMOBILIARIA LTDA;71.382.474/0001-93;13/01/2026;Renovacao;Fv;Pago;Asaas;210,00;;
13214477;EDUARDO RAMOS;89957858300;30/01/2026;Novo;St;Pago;Asaas;210,00;falar com o contador;
13201754;BOREAL ENGENHARIA ME;44.576.782/0001-87;12/02/2026;Google;Ab;Pago;Asaas;49,90;ok;
13203531;CEDRO DISTRIBUIDORA LTDA;88.186.984/0001-98;27/02/2026;Novo;So;Pago;Asaas;340,00;contato por e-mail;sim
13210273;GAIA COMERCIO ME;02.331.917/0001-02;13/01/2026;Cert Novo;Ab;Pago;Conta;210,00;retornar dia 28;
13203131;ALPHA MANUTENCAO S/A;93536219000190;22/01/2026;Renovacao;Jp;Em aberto;Conta;170,00;aguardando nota;
13213512;Fonte Imobiliaria Ltda;36.925.395/0001-80;18/01/2026;Indicacao;Rm;Pago;Asaas;340,00;ok;
13206468;CEDRO SERVICOS LTDA;97477931000117;01/03/2026;Google;Ta;Pago;Conta;210,00;falar com o contador;sim
13205153;  LEANDRO PIRES ;86293934262;07/01/2026;Cert Novo;Wb;Em aberto;Conta;170,00;retornar dia 28;sim
13212320;  THIAGO RAMOS ;89067418440;28/02/2026;Job Contabil;Mc;Pago;Asaas;140,00;retornar dia 28;sim
13204919;ORION DISTRIBUIDORA EIRELI;74.771.831/0001-01;22/02/2026;Contador;Wb;Pago;Conta;280,00;ok;
13207187;GUSTAVO RAMOS;662.627.304-24;19/01/2026;Cert Novo;Fv;Pago;Conta;210,00;ok;
13201988;MARESIA MARKETING EIRELI;49739440000154;11/02/2026;Contrato;Ab;Pago;Asaas;280,00;falar com o contador;
13202337;GAIA SERVICOS EIRELI;98.438.981/0001-58;17/02/2026;Cert Novo;Jp;Pago;Asaas;280,00;aguardando nota;sim
13203359;Renata Nunes Abreu;05004378439;28/01/2026;Renovacao;Jp;Pago;Conta;210,00;;
13209756;PEDRA COMERCIO LTDA;22.740.383/0001-77;13/01/2026;Novo;Mc;Pago;Conta;49,90;ok;
13201119;BOREAL CONSULTORIA LTDA;37.666.895/0001-08;07/02/2026;Renovacao;Wb;Pago;Asaas;110,00;;sim
13201761;DELTA CONSULTORIA ME;25571362000163;17/02/2026;Novo;Ta;Pago;Asaas;140,00;ok;
13209808;ESTEIO IMOBILIARIA;89738578000153;10/01/2026;Job Contabil;Ta;Pago;Conta;140,00;retornar dia 28;
13209138;HORIZONTE LOGISTICA EIRELI;67643331000110;04/01/2026;Contador;Wb;Em aberto;Asaas;280,00;;sim
13213133;JUREMA TURISMO LTDA;43086783000180;14/01/2026;Contrato;Ds;Pago;Conta;170,00;aguardando nota;sim
13213060;MIRANTE LOGISTICA EIRELI;24.091.593/0001-07;13/02/2026;Contador;Ta;Pago;Asaas;210,00;ok;
13208589;  PRIMA LOGISTICA EIRELI ;73.765.736/0001-24;15/02/2026;Contador;Et;Pago;Asaas;210,00;ok;
13207526;Inverno Educacao Me;62339022000138;24/02/2026;Renovacao;Mc;Pago;Conta;210,00;ok;
13207049;MIRANTE ASSESSORIA ME;03984259000102;19/01/2026;Novo;Fv;Pago;Conta;280,00;ok;
13212052;LUMEN ASSESSORIA LTDA;56.275.027/0001-41;30/01/2026;Contador;Et;Em aberto;Asaas;110,00;contato por e-mail;
13210842;RIACHO TRANSPORTES S/A;48.410.928/0001-70;04/01/2026;Indicacao;Jp;Pago;Asaas;140,00;;
13205584;NORTE TURISMO LTDA;01374988000111;04/01/2026;Apoio;Fv;Em aberto;Asaas;210,00;retornar dia 28;
13202255;FAROL PARTICIPACOES LTDA;;19/01/2026;Novo;Et;Pago;Conta;340,00;ok;sim
13208052;DELTA PARTICIPACOES LTDA;31.000.891/0001-00;06/02/2026;Job Contabil;Ds;Em aberto;Asaas;170,00;ok;
13210197;DELTA SEGURANCA ME;00908158000164;04/01/2026;Cert Novo;Ds;Cortesia;Cortesia;190,00;;
13205835;GIRASSOL SEGURANCA EIRELI;48152028000170;07/01/2026;Cert Novo;So;Cortesia;Cortesia;190,00;;
13214001;VANESSA REIS MELO;325.632.442-27;24/02/2026;Contrato;Fv;Pago;Asaas;190,00;ok;
13210140;Alpha Odontologia Ltda;88.076.252/0001-45;27/02/2026;Job Contabil;Mc;Pago;Conta;49,90;;
13203376;NORTE TECNOLOGIA LTDA;21060795000101;16/02/2026;Contador;Fv;Pago;Conta;210,00;contato por e-mail;
13206127;ALPHA EDUCACAO S/A;71877491000100;01/01/2026;Cert Novo;Am;Pago;Asaas;280,00;contato por e-mail;
13200010;GIRASSOL TURISMO;11186158000114;12/02/2026;Cert Novo;Ta;Pago;Asaas;340,00;falar com o contador;
13205297;HORIZONTE ASSESSORIA LTDA;77295069000114;13/01/2026;Contrato;Fv;Pago;Asaas;190,00;contato por e-mail;
13211366;  ARARA COMERCIO LTDA ;81105761000100;03/02/2026;Apoio;Ta;Pago;Conta;280,00;ok;
13214622;Kairo Educacao Me;65.491.078/0001-00;26/01/2026;Cert Novo;Pc;Pago;Conta;210,00;aguardando nota;
13209114;BOREAL LOGISTICA EIRELI;85.651.903/0001-95;14/02/2026;Renovacao;Pc;Pago;Asaas;170,00;retornar dia 28;
13201778;SOLAR IMOBILIARIA S/A;70418389000175;13/01/2026;Indicacao;Jp;Pago;Asaas;170,00;ok;
13207848;SIMONE REIS MELO;91540672771;11/02/2026;Novo;Mc;Pago;Asaas;170,00;retornar dia 28;
13205744;TRILHA PARTICIPACOES EIRELI;19.588.417/0001-45;06/02/2026;Renovacao;Ds;Pago;Conta;210,00;retornar dia 28;
13205350;MARESIA CONTABILIDADE S/A;16111103000169;04/01/2026;Contrato;Ta;Pago;Asaas;170,00;ok;sim
13212107;DUNA TRANSPORTES LTDA;24627684000114;11/01/2026;Contador;Pc;Em aberto;Asaas;190,00;ok;sim
13206958;Carlos Eduardo Teixeira;322.233.251-88;06/02/2026;Cert Novo;Et;Pago;Asaas;280,00;ok;
13209058;Girassol Assessoria Ltda;60.507.017/0001-61;04/02/2026;Renovacao;Rm;Pago;Asaas;49,90;ok;sim
13201700;LUCIANA TAVARES;90644437308;06/02/2026;Cert Novo;Ta;Pago;Asaas;210,00;contato por e-mail;
13206397;VARANDA COMERCIO ME;22903633000142;06/01/2026;Novo;Wb;Em aberto;Conta;210,00;aguardando nota;
13207737;JUREMA LOGISTICA LTDA;83.556.441/0001-00;23/01/2026;Cert Novo;Pc;Pago;Asaas;210,00;;
13200769;FONTE TRANSPORTES LTDA;53.104.152/0001-09;19/01/2026;Apoio;Bp;Pago;Asaas;210,00;retornar dia 28;
13206064;ALPHA COMERCIO ME;38761520000190;05/01/2026;Job Contabil;Wb;Pago;Conta;49,90;contato por e-mail;
13213374;CEDRO TECNOLOGIA ME;12520501000188;11/01/2026;Novo;Ab;Em aberto;Conta;49,90;falar com o contador;
13209520;NORTE EDUCACAO S/A;30.442.228/0001-00;29/01/2026;Novo;Bp;Pago;Asaas;210,00;;
13214435;HORIZONTE LOGISTICA LTDA;62174351000176;03/01/2026;Cert Novo;Ab;Pago;Conta;170,00;ok;
13209778;GAIA EVENTOS EIRELI;33.719.084/0001-77;01/02/2026;Indicacao;Fv;Pago;Asaas;190,00;falar com o contador;
13206442;MARESIA TRANSPORTES EIRELI;89424697000131;15/01/2026;Cert Novo;Jp;Pago;Conta;170,00;contato por e-mail;
13210822;KAIRO MANUTENCAO ME;10215314000165;19/02/2026;Renovacao;Bp;Cortesia;Cortesia;210,00;ok;sim
13201591;Alpha Transportes Me;65932987000129;06/01/2026;Novo;Wb;Pago;Asaas;170,00;;
13213660;ZENITE TURISMO ME;45959973000190;06/01/2026;Renovacao;Ds;Pago;Conta;190,00;contato por e-mail;sim
13212592;Boreal Marketing Ltda;49.087.983/0001-34;31/01/2026;Contrato;Ta;Em aberto;Conta;170,00;contato por e-mail;sim
13210592;TAMBORIL MARKETING ME;92341327000145;19/02/2026;Renovacao;Pc;Cortesia;Cortesia;340,00;falar com o contador;
13213345;MIRANTE TECNOLOGIA LTDA;05.692.169/0001-73;01/03/2026;Contrato;Et;Em aberto;Asaas;210,00;;sim
13209306;CEDRO MANUTENCAO LTDA;42.343.770/0001-87;07/02/2026;Indicacao;Wb;Pago;Asaas;190,00;;
13213986;  DUNA ASSESSORIA ME ;78202724000105;26/02/2026;Indicacao;Ab;Cortesia;Cortesia;140,00;;
13211661;VERTICE ODONTOLOGIA LTDA;36.703.857/0001-15;25/01/2026;Indicacao;Bp;Pago;Conta;110,00;;
13204325;NORTE PARTICIPACOES EIRELI;73.184.358/0001-95;12/02/2026;Contador;Rm;Pago;Conta;170,00;ok;
13203841;ESTEIO ASSESSORIA EIRELI;31291589000158;01/03/2026;Cert Novo;Rm;Pago;Asaas;49,90;falar com o contador;sim
13210525;Ana Beatriz Andrade;71870150673;26/01/2026;Apoio;Pc;Pago;Asaas;210,00;retornar dia 28;
13207214;Alpha Turismo Eireli;75.573.045/0001-54;26/02/2026;Apoio;Pc;Pago;Asaas;210,00;;
13209443;TRILHA EDUCACAO EIRELI;20065666000135;30/01/2026;Novo;Ds;Pago;Asaas;340,00;falar com o contador;
13209215;CAMPO SERVICOS EIRELI;93698624000105;19/01/2026;Renovacao;Ds;Pago;Asaas;170,00;ok;sim
13208849;INVERNO ALIMENTOS LTDA;73.950.416/0001-44;28/01/2026;Contrato;Fv;Pago;Conta;190,00;ok;
13204752;ZENITE IMOBILIARIA EIRELI;77.814.860/0001-93;01/02/2026;Google;Jp;Pago;Asaas;210,00;ok;sim
13210009;VERTICE MANUTENCAO LTDA;39875031000121;10/02/2026;Indicacao;Ab;Pago;Conta;190,00;ok;
13203093;  DELTA EDUCACAO ME ;33908788000198;23/01/2026;Contador;Am;Pago;Conta;210,00;;
13212140;Farol Distribuidora Eireli;43907155000119;06/02/2026;Contrato;Bp;Pago;Conta;110,00;retornar dia 28;
13210363;RAIZ SEGURANCA S/A;01860060000147;21/02/2026;Contrato;Jp;Pago;Asaas;340,00;ok;
13214008;GIRASSOL IMOBILIARIA LTDA;39050643000185;06/01/2026;Apoio;Ab;Cortesia;Cortesia;170,00;ok;sim
13205424;Ana Beatriz Costa Lima;99458814092;13/02/2026;Google;Rm;Em aberto;Asaas;210,00;ok;
13210870;RIACHO ALIMENTOS EIRELI;17197357000104;21/02/2026;Cert Novo;Et;Pago;Conta;210,00;ok;
13208747;Kairo Transportes S/A;847518000165;06/02/2026;Apoio;Jp;Pago;Conta;49,90;retornar dia 28;
13211730;ERVAL SERVICOS LTDA;36929623000190;07/01/2026;Job Contabil;St;Em aberto;Asaas;110,00;ok;
13213569;XISTO PARTICIPACOES EIRELI;00.393.462/0001-16;24/01/2026;Contador;Et;Em aberto;Conta;210,00;;sim
13200338;RAIZ TECNOLOGIA LTDA;02063133000132;20/01/2026;Renovacao;Ab;Em aberto;Asaas;220,00;retornar dia 28;
13200902;Oliveira Alimentos S/A;67.566.765/0001-64;17/01/2026;Contador;Jp;Pago;Asaas;210,00;aguardando nota;
13205003;PRISCILA REIS MELO;78861434581;10/02/2026;Google;Fv;Pago;Asaas;110,00;ok;
13202849;VARANDA LOGISTICA LTDA;77600108000140;03/01/2026;Contador;Jp;Em aberto;Asaas;280,00;contato por e-mail;
13206168;CAMILA PIRES;16429403593;13/01/2026;Indicacao;Mc;Pago;Conta;110,00;retornar dia 28;sim
13214591;ORION TRANSPORTES ME;71252172000109;21/02/2026;Apoio;Fv;Cortesia;Cortesia;190,00;aguardando nota;sim
13214533;BOREAL CONSULTORIA EIRELI;92944277000190;09/01/2026;Cert Novo;Fv;Pago;Asaas;170,00;contato por e-mail;
13206982;VERTICE ODONTOLOGIA S/A;50950779000185;16/01/2026;Cert Novo;Bp;Pago;Asaas;170,00;ok;sim
13206803;ORION ALIMENTOS LTDA;19.306.570/0001-32;16/01/2026;Novo;Wb;Pago;Conta;49,90;retornar dia 28;
13210552;ALPHA PARTICIPACOES;50157269000154;21/01/2026;Contador;Jp;Pago;Conta;110,00;contato por e-mail;
13202758;RIACHO DISTRIBUIDORA S/A;09414613000140;08/02/2026;Contrato;Et;Pago;Asaas;140,00;ok;
13214015;VANESSA CARVALHO;;24/02/2026;Renovacao;Bp;Pago;Conta;49,90;ok;
13211109;KAIRO TRANSPORTES LTDA;68174422000117;20/01/2026;Novo;St;Em aberto;Conta;140,00;;
13208545;TRILHA PARTICIPACOES EIRELI;81.410.087/0001-77;01/02/2026;Novo;Wb;Cortesia;Cortesia;49,90;falar com o contador;
13204084;Trilha Manutencao S/A;91992050000158;28/01/2026;Contrato;So;Pago;Asaas;210,00;;
13201673;  CAMPO EDUCACAO EIRELI ;;01/02/2026;Contador;Pc;Pago;Asaas;110,00;aguardando nota;
13207790;DELTA ASSESSORIA LTDA;25459998000118;14/01/2026;Novo;Rm;Pago;Conta;280,00;;sim
13201530;MARIANA CARVALHO;84030134596;20/01/2026;Cert Novo;Pc;Pago;Asaas;340,00;;
13204726;JOAO VITOR NUNES ABREU;09551765000195;01/02/2026;Job Contabil;Bp;Cortesia;Cortesia;190,00;contato por e-mail;
13205637;OLIVEIRA LOGISTICA ME;56806944000105;26/01/2026;Google;Mc;Cortesia;Cortesia;110,00;aguardando nota;
13202170;RAIZ EVENTOS S/A;68931996000192;20/01/2026;Novo;Pc;Em aberto;Asaas;210,00;;
13201593;CEDRO CONSULTORIA LTDA;12974465000122;21/02/2026;Apoio;Pc;Pago;Asaas;210,00;falar com o contador;
13201339;KAIRO SERVICOS S/A;08.467.881/0001-67;24/01/2026;Renovacao;Bp;Pago;Asaas;210,00;falar com o contador;
13202564;THIAGO MACHADO;43585068079;24/02/2026;Contrato;Bp;Pago;Asaas;170,00;;sim
13213994;Joao Vitor Fonseca;22250977994;26/01/2026;Contador;Ds;Cortesia;Cortesia;210,00;falar com o contador;sim
13202748;TAMBORIL MARKETING EIRELI;01.182.365/0001-47;25/01/2026;Novo;So;Pago;Asaas;110,00;falar com o contador;sim
13200452;ZENITE MANUTENCAO LTDA;81500401000102;02/02/2026;Indicacao;Am;Pago;Asaas;190,00;aguardando nota;sim
13201996;BOREAL IMOBILIARIA ME;80.160.812/0001-33;14/02/2026;Apoio;Ab;Pago;Conta;110,00;falar com o contador;
13204902;JUREMA ODONTOLOGIA ME;43685960000145;13/02/2026;Renovacao;Mc;Em aberto;Asaas;280,00;ok;
13207199;VARANDA TURISMO LTDA;15507333000189;16/02/2026;Contador;So;Pago;Conta;190,00;falar com o contador;
13202163;INVERNO PARTICIPACOES S/A;01809992000165;17/02/2026;Google;Ta;Pago;Asaas;210,00;aguardando nota;sim
13203896;PATRICIA FONSECA;509.144.841-82;08/02/2026;Job Contabil;St;Pago;Conta;280,00;;
13202282;VARANDA ASSESSORIA EIRELI;79300828000115;09/02/2026;Indicacao;Pc;Em aberto;Asaas;210,00;falar com o contador;
13211130;CEDRO EDUCACAO EIRELI;37053436000159;01/02/2026;Job Contabil;Wb;Pago;Asaas;340,00;ok;sim
13209355;XISTO MARKETING LTDA;54114051000173;14/02/2026;Job Contabil;Ab;Pago;Conta;190,00;falar com o contador;sim
13203199;CEDRO ALIMENTOS LTDA;90.935.785/0001-87;05/02/2026;Apoio;Mc;Pago;Conta;110,00;aguardando nota;
13206263;QUARTZO MANUTENCAO LTDA;79.333.122/0001-50;15/01/2026;Indicacao;Et;Pago;Asaas;210,00;aguardando nota;
13210221;SOLAR COMERCIO LTDA;42667614000171;23/01/2026;Job Contabil;Ds;Em aberto;Asaas;280,00;contato por e-mail;
13210698;IPE MARKETING EIRELI;68.640.593/0001-94;21/01/2026;Contrato;Ab;Pago;Conta;340,00;;sim
13214560;  Lagoa Alimentos Ltda ;45047839000113;20/02/2026;Indicacao;Bp;Pago;Asaas;210,00;retornar dia 28;
13209004;MIRANTE ODONTOLOGIA LTDA;12.451.846/0001-27;12/02/2026;Job Contabil;Fv;Pago;Conta;210,00;retornar dia 28;
13201907;ARARA ALIMENTOS S/A;80238682000104;24/01/2026;Job Contabil;Wb;Pago;Asaas;190,00;;
13200455;GAIA ODONTOLOGIA LTDA;13433629000177;18/01/2026;Novo;Jp;Em aberto;Asaas;150,00;ok;sim
13214325;NORTE PARTICIPACOES LTDA;34304239000177;24/02/2026;Job Contabil;Rm;Pago;Asaas;210,00;retornar dia 28;
13202407;ERVAL MANUTENCAO LTDA;20307989000198;09/01/2026;Indicacao;Ds;Cortesia;Cortesia;280,00;falar com o contador;
13210904;MIRANTE CONTABILIDADE S/A;57831615000187;04/01/2026;Apoio;Wb;Pago;Conta;190,00;aguardando nota;
13209190;PEDRA CONTABILIDADE LTDA;01674629000180;04/01/2026;Novo;Et;Pago;Conta;170,00;ok;sim
13212806;NORTE TECNOLOGIA LTDA;55034437000138;24/02/2026;Job Contabil;Ab;Pago;Asaas;210,00;ok;
13207882;CAMPO SERVICOS ME;79.145.674/0001-34;28/02/2026;Job Contabil;Rm;Pago;Asaas;210,00;ok;
13202028;GAIA MANUTENCAO LTDA;85684641000165;21/02/2026;Renovacao;Mc;Pago;Conta;280,00;falar com o contador;
13211996;MARESIA DISTRIBUIDORA LTDA;44.849.527/0001-60;10/01/2026;Renovacao;Am;Cortesia;Cortesia;110,00;falar com o contador;
13201881;  SIMONE COSTA LIMA ;43892764539;28/01/2026;Contador;Wb;Em aberto;Asaas;140,00;ok;
13210428;ARARA ASSESSORIA LTDA;47.622.544/0001-59;24/01/2026;Contrato;Ta;Cortesia;Cortesia;210,00;retornar dia 28;sim
13207567;FAROL ASSESSORIA LTDA;93965954000110;23/01/2026;Apoio;St;Pago;Conta;49,90;falar com o contador;sim
13205795;CAMPO LOGISTICA LTDA;00089303000122;26/02/2026;Contador;Jp;Pago;Conta;110,00;;
13203708;ZENITE CONSULTORIA LTDA;36584432000134;14/02/2026;Cert Novo;Ta;Pago;Conta;170,00;ok;
